Title,Year,Score,Genre,Vote,Director,Runtime,Revenue,Oscar,Guild,Globe,win,nominee
A Man Called Horse,1970,6.9,"Adventure, Drama, Western",7359,Elliot Silverstein,114,,-1.0,-1.0,-1.0,-1.0,False
A Man and a Woman,1966,7.6,"Drama, Romance",8173,Claude Lelouch,102,,1.0,-1.0,-1.0,1.0,True
A Man for All Seasons,1966,7.9,"Biography, Drama, History",27131,Fred Zinnemann,120,28.35,1.0,-1.0,-1.0,1.0,True
A Matter of Life and Death,1946,8.1,"Comedy, Drama, Fantasy",16268,Michael Powell,104,,-1.0,-1.0,-1.0,-1.0,False
A Midnight Clear,1992,7.2,"Drama, War",7647,Keith Gordon,108,1.53,-1.0,-1.0,-1.0,-1.0,False
A Midsummer Night's Dream,1999,6.5,"Comedy, Fantasy, Romance",22859,Michael Hoffman,116,16.07,-1.0,-1.0,-1.0,-1.0,False
A Midsummer Night's Sex Comedy,1982,6.7,Comedy,16766,Woody Allen,88,9.08,-1.0,-1.0,-1.0,-1.0,False
A Mighty Heart,2007,6.7,"Biography, Drama, History",25516,Michael Winterbottom,108,9.18,-1.0,0.0,-1.0,0.0,True
A Mighty Wind,2003,7.3,"Comedy, Music",23929,Christopher Guest,91,17.51,0.0,-1.0,-1.0,0.0,True
A Million Ways to Die in the West,2014,6.1,"Action, Comedy, Western",156069,Seth MacFarlane,116,43.14,-1.0,-1.0,-1.0,-1.0,False
A Moment to Remember,2004,8.2,"Drama, Romance",18861,John H. Lee,117,,-1.0,-1.0,-1.0,-1.0,False
A Monster Calls,2016,7.5,"Animation, Drama, Fantasy",65578,J.A. Bayona,108,3.73,-1.0,-1.0,-1.0,-1.0,False
A Most Violent Year,2014,7.0,"Crime, Drama, Thriller",57670,J.C. Chandor,125,5.74,-1.0,-1.0,0.0,0.0,True
A Most Wanted Man,2014,6.8,"Crime, Drama, Thriller",66100,Anton Corbijn,122,17.24,-1.0,-1.0,-1.0,-1.0,False
A Murder of Crows,1998,6.4,"Action, Crime, Thriller",6815,Rowdy Herrington,102,,-1.0,-1.0,-1.0,-1.0,False
A New York Winter's Tale,2014,6.2,"Drama, Fantasy, Mystery",47835,Akiva Goldsman,118,0.02,-1.0,-1.0,-1.0,-1.0,False
A Night at the Opera,1935,8.0,"Comedy, Music, Musical",27892,Sam Wood,96,,-1.0,-1.0,-1.0,-1.0,False
A Night at the Roxbury,1998,6.2,"Comedy, Music, Romance",52293,John Fortenberry,82,30.32,-1.0,-1.0,-1.0,-1.0,False
A Night to Remember,1958,7.9,"Biography, Drama, History",11925,Roy Ward Baker,123,,-1.0,-1.0,-1.0,-1.0,False
A Nightmare on Elm Street,1984,7.5,Horror,178277,Wes Craven,91,25.5,-1.0,-1.0,-1.0,-1.0,False
A Nightmare on Elm Street,2010,5.2,"Crime, Drama, Horror",83637,Samuel Bayer,95,63.08,-1.0,-1.0,-1.0,-1.0,False
A Nightmare on Elm Street 3: Dream Warriors,1987,6.6,"Action, Fantasy, Horror",60388,Chuck Russell,96,44.79,-1.0,-1.0,-1.0,-1.0,False
A Nightmare on Elm Street 4: The Dream Master,1988,5.7,Horror,43137,Renny Harlin,93,49.37,-1.0,-1.0,-1.0,-1.0,False
A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,5.4,Horror,52471,Jack Sholder,87,30.0,-1.0,-1.0,-1.0,-1.0,False
A Nightmare on Elm Street: The Dream Child,1989,5.1,"Fantasy, Horror",35266,Stephen Hopkins,89,22.17,-1.0,-1.0,-1.0,-1.0,False
A One and a Two (Yi Yi),2000,8.1,"Drama, Romance",16200,Edward Yang,173,1.14,-1.0,-1.0,-1.0,-1.0,False
A Passage to India,1984,7.4,"Adventure, Drama, History",15086,David Lean,164,27.19,1.0,-1.0,-1.0,1.0,True
A Patch of Blue,1965,8.0,"Drama, Romance",6300,Guy Green,105,,1.0,-1.0,-1.0,1.0,True
A Perfect Day,2015,6.8,"Comedy, Drama, War",17022,Fernando León de Aranoa,106,,-1.0,-1.0,-1.0,-1.0,False
A Perfect Getaway,2009,6.5,"Adventure, Mystery, Thriller",62533,David Twohy,98,15.48,-1.0,-1.0,-1.0,-1.0,False
A Perfect Murder,1998,6.5,"Crime, Drama, Thriller",71435,Andrew Davis,107,67.64,-1.0,-1.0,-1.0,-1.0,False
A Perfect Plan,2012,6.3,"Adventure, Comedy, Romance",6942,Pascal Chaumeil,104,,-1.0,-1.0,-1.0,-1.0,False
A Perfect World,1993,7.5,"Crime, Drama, Thriller",65478,Clint Eastwood,138,31.16,-1.0,-1.0,-1.0,-1.0,False
A Place in the Sun,1951,7.8,"Drama, Romance",17499,George Stevens,122,,1.0,-1.0,-1.0,1.0,True
A Prairie Home Companion,2006,6.8,"Comedy, Drama, Music",20762,Robert Altman,105,20.34,-1.0,-1.0,-1.0,-1.0,False
A Prayer Before Dawn,2017,6.9,"Action, Biography, Crime",9758,Jean-Stéphane Sauvaire,116,,-1.0,-1.0,-1.0,-1.0,False
A Prophet,2009,7.9,"Crime, Drama",86501,Jacques Audiard,155,2.08,0.0,-1.0,-1.0,0.0,True
A Quiet Place,2018,7.6,"Drama, Horror, Mystery",225721,John Krasinski,90,188.02,0.0,1.0,-1.0,1.0,True
A River Runs Through It,1992,7.3,Drama,47610,Robert Redford,123,43.44,-1.0,-1.0,-1.0,-1.0,False
A Room with a View,1985,7.4,"Drama, Romance",34815,James Ivory,117,20.97,-1.0,-1.0,-1.0,-1.0,False
A Royal Affair,2012,7.6,"Biography, Drama, History",39836,Nikolaj Arcel,137,1.55,0.0,-1.0,-1.0,0.0,True
A Royal Night Out,2015,6.5,"Comedy, Drama, Romance",7762,Julian Jarrold,97,0.2,-1.0,-1.0,-1.0,-1.0,False
A Scanner Darkly,2006,7.1,"Animation, Crime, Drama",98169,Richard Linklater,100,5.5,-1.0,-1.0,-1.0,-1.0,False
A Series of Unfortunate Events,2004,6.8,"Adventure, Comedy, Family",180306,Brad Silberling,108,118.63,-1.0,-1.0,-1.0,-1.0,False
A Serious Man,2009,7.0,"Comedy, Drama",117418,Ethan Coen,106,9.19,0.0,-1.0,-1.0,0.0,True
A Shot in the Dark,1964,7.5,"Comedy, Mystery",22564,Blake Edwards,102,12.37,-1.0,-1.0,-1.0,-1.0,False
A Silent Voice,2016,8.2,"Animation, Drama, Romance",19209,Naoko Yamada,130,,-1.0,-1.0,-1.0,-1.0,False
A Simple Favour,2018,7.1,"Comedy, Crime, Drama",24568,Paul Feig,117,53.3,-1.0,-1.0,-1.0,-1.0,False
A Simple Plan,1998,7.5,"Crime, Drama, Thriller",56623,Sam Raimi,121,16.31,0.0,0.0,-1.0,0.0,True
A Single Man,2009,7.6,"Drama, Romance",97214,Tom Ford,99,9.17,0.0,0.0,0.0,0.0,True
A Single Shot,2013,5.8,"Crime, Drama, Thriller",9520,David M. Rosenthal,116,0.01,-1.0,-1.0,-1.0,-1.0,False
A Soldier's Story,1984,7.2,"Crime, Drama, Mystery",7720,Norman Jewison,101,21.82,0.0,-1.0,-1.0,0.0,True
A Sound of Thunder,2005,4.2,"Action, Adventure, Horror",17809,Peter Hyams,101,1.89,-1.0,-1.0,-1.0,-1.0,False
A Star Is Born,2018,8.3,"Drama, Music, Romance",80819,Bradley Cooper,136,154.53,1.0,0.0,-1.0,1.0,True
A Star Is Born,1976,6.4,"Drama, Music, Romance",7151,Frank Pierson,139,80.0,1.0,0.0,-1.0,1.0,True
A Star Is Born,1937,7.6,Drama,6630,William A. Wellman,111,4.36,1.0,0.0,-1.0,1.0,True
A Star Is Born,1954,7.8,"Drama, Musical, Romance",12868,George Cukor,154,14.93,0.0,0.0,-1.0,0.0,True
A Street Cat Named Bob,2016,7.4,"Biography, Comedy, Drama",21483,Roger Spottiswoode,103,0.04,-1.0,-1.0,-1.0,-1.0,False
A Streetcar Named Desire,1951,8.0,Drama,88942,Elia Kazan,122,8.0,1.0,0.0,-1.0,1.0,True
A Tale of Two Sisters,2003,7.2,"Drama, Horror, Mystery",49181,Jee-woon Kim,115,,-1.0,-1.0,-1.0,-1.0,False
A Thousand Words,2012,5.9,"Comedy, Drama",35198,Brian Robbins,91,18.44,-1.0,-1.0,-1.0,-1.0,False
A Time to Kill,1996,7.4,"Crime, Drama, Thriller",115523,Joel Schumacher,149,108.77,-1.0,-1.0,-1.0,-1.0,False
A Tree Grows in Brooklyn,1945,8.1,"Drama, Romance",6308,Elia Kazan,129,,1.0,-1.0,-1.0,1.0,True
A Turtle's Tale: Sammy's Adventures,2010,6.1,"Animation, Adventure, Family",6096,Ben Stassen,88,,-1.0,-1.0,-1.0,-1.0,False
A United Kingdom,2016,6.8,"Biography, Drama, Romance",11211,Amma Asante,111,3.9,-1.0,-1.0,-1.0,-1.0,False
A Very Brady Sequel,1996,5.6,Comedy,9074,Arlene Sanford,90,21.4,-1.0,-1.0,-1.0,-1.0,False
A Very Harold & Kumar 3D Christmas,2011,6.3,"Adventure, Comedy",60693,Todd Strauss-Schulson,90,35.03,-1.0,-1.0,-1.0,-1.0,False
A Very Long Engagement,2004,7.7,"Drama, Mystery, Romance",67258,Jean-Pierre Jeunet,133,6.17,0.0,-1.0,-1.0,0.0,True
A View to a Kill,1985,6.3,"Action, Adventure, Thriller",77767,John Glen,131,50.33,-1.0,-1.0,-1.0,-1.0,False
A Walk Among the Tombstones,2014,6.5,"Crime, Drama, Mystery",101713,Scott Frank,114,26.31,-1.0,-1.0,-1.0,-1.0,False
A Walk in the Clouds,1995,6.7,"Drama, Romance",28075,Alfonso Arau,102,50.01,-1.0,-1.0,1.0,1.0,True
A Walk in the Woods,2015,6.3,"Adventure, Biography, Comedy",21112,Ken Kwapis,104,29.47,-1.0,-1.0,-1.0,-1.0,False
A Walk on the Moon,1999,6.6,"Drama, Romance",7334,Tony Goldwyn,107,4.74,-1.0,-1.0,-1.0,-1.0,False
A Walk to Remember,2002,7.4,"Drama, Romance",183527,Adam Shankman,101,41.23,-1.0,-1.0,-1.0,-1.0,False
A Wednesday,2008,8.2,"Crime, Drama, Mystery",65679,Neeraj Pandey,104,,-1.0,-1.0,-1.0,-1.0,False
A Woman Under the Influence,1974,8.2,"Drama, Romance",17181,John Cassavetes,155,,-1.0,-1.0,-1.0,-1.0,False
A Wrinkle in Time,2018,4.2,"Adventure, Family, Fantasy",27930,Ava DuVernay,109,100.48,-1.0,-1.0,-1.0,-1.0,False
A fost sau n-a fost?,2006,7.4,"Comedy, Drama",6381,Corneliu Porumboiu,89,0.09,-1.0,-1.0,-1.0,-1.0,False
A torinói ló,2011,7.8,Drama,12782,Béla Tarr,155,0.05,-1.0,-1.0,-1.0,-1.0,False
A.C.A.B.,2012,6.7,"Action, Crime, Drama",6320,Stefano Sollima,112,,-1.0,-1.0,-1.0,-1.0,False
A.C.O.D.,2013,5.7,Comedy,11878,Stuart Zicherman,88,0.17,-1.0,-1.0,-1.0,-1.0,False
A.I. Artificial Intelligence,2001,7.1,"Adventure, Drama, Sci-Fi",268324,Steven Spielberg,146,78.62,0.0,-1.0,-1.0,0.0,True
A.R.O.G,2008,7.3,"Comedy, Fantasy, Sci-Fi",29733,Ali Taner Baltaci,127,,-1.0,-1.0,-1.0,-1.0,False
A.W.O.L.: Absent Without Leave,1990,6.2,"Action, Crime, Drama",28891,Sheldon Lettich,108,24.08,-1.0,-1.0,-1.0,-1.0,False
ABCs of Death 2,2014,5.4,"Comedy, Horror",7161,Rodney Ascher,125,0.01,-1.0,-1.0,-1.0,-1.0,False
ARQ,2016,6.4,"Sci-Fi, Thriller",26289,Tony Elliott,88,,-1.0,-1.0,-1.0,-1.0,False
ATL,2006,6.0,"Comedy, Crime, Drama",10081,Chris Robinson,105,21.16,-1.0,-1.0,-1.0,-1.0,False
ATM,2012,4.7,"Horror, Thriller",21133,David Brooks,90,0.0,-1.0,-1.0,-1.0,-1.0,False
AVP: Alien vs. Predator,2004,5.6,"Action, Horror, Sci-Fi",167822,Paul W.S. Anderson,101,80.28,-1.0,-1.0,-1.0,-1.0,False
AVPR: Aliens vs Predator - Requiem,2007,4.7,"Action, Horror, Sci-Fi",105945,Colin Strause,94,41.8,-1.0,-1.0,-1.0,-1.0,False
Aamir,2008,7.7,"Crime, Drama, Thriller",9154,Raj Kumar Gupta,99,,-1.0,-1.0,-1.0,-1.0,False
Aankhen,2002,7.6,"Comedy, Crime, Drama",10629,Vipul Amrutlal Shah,165,,-1.0,-1.0,-1.0,-1.0,False
Aashiqui 2,2013,7.0,"Drama, Music, Musical",23818,Mohit Suri,132,,-1.0,-1.0,-1.0,-1.0,False
Ab Tak Chhappan,2004,7.9,"Crime, Drama, Thriller",6818,Shimit Amin,129,,-1.0,-1.0,-1.0,-1.0,False
Abandon,2002,4.9,"Drama, Music, Mystery",8617,Stephen Gaghan,99,10.73,-1.0,-1.0,-1.0,-1.0,False
Abduction,2011,5.1,"Action, Mystery, Thriller",70807,John Singleton,106,28.09,-1.0,-1.0,-1.0,-1.0,False
About Adam,2000,5.9,"Comedy, Romance",6075,Gerard Stembridge,97,0.15,-1.0,-1.0,-1.0,-1.0,False
About Alex,2014,6.4,Drama,6543,Jesse Zwick,99,,-1.0,-1.0,-1.0,-1.0,False
About Last Night,2014,6.1,"Comedy, Romance",20438,Steve Pink,100,48.64,-1.0,-1.0,-1.0,-1.0,False
About Last Night...,1986,6.2,"Comedy, Drama, Romance",12907,Edward Zwick,113,38.7,-1.0,-1.0,-1.0,-1.0,False
About Schmidt,2002,7.2,"Comedy, Drama",115503,Alexander Payne,125,65.02,0.0,0.0,1.0,1.0,True
About Time,2013,7.8,"Comedy, Drama, Fantasy",248792,Richard Curtis,123,15.32,-1.0,-1.0,-1.0,-1.0,False
About a Boy,2002,7.1,"Comedy, Drama, Romance",156609,Chris Weitz,101,41.39,0.0,-1.0,0.0,0.0,True
Above the Law,1988,6.0,"Action, Crime, Drama",25526,Andrew Davis,99,18.87,-1.0,-1.0,-1.0,-1.0,False
Above the Rim,1994,6.6,"Crime, Drama, Sport",12198,Jeff Pollack,96,16.04,-1.0,-1.0,-1.0,-1.0,False
Abraham Lincoln: Vampire Hunter,2012,5.9,"Action, Fantasy, Horror",140201,Timur Bekmambetov,105,37.52,-1.0,-1.0,-1.0,-1.0,False
Abril Despedaçado,2001,7.7,Drama,6240,Walter Salles,105,0.06,-1.0,-1.0,-1.0,-1.0,False
Absence of Malice,1981,6.9,"Drama, Romance, Thriller",10560,Sydney Pollack,116,40.72,0.0,-1.0,0.0,0.0,True
Absentia,2011,5.8,"Drama, Horror, Mystery",15112,Mike Flanagan,87,,-1.0,-1.0,-1.0,-1.0,False
Absolute Power,1997,6.7,"Action, Crime, Drama",44837,Clint Eastwood,121,50.01,-1.0,-1.0,-1.0,-1.0,False
Absolutely Anything,2015,6.0,"Comedy, Sci-Fi",32506,Terry Jones,85,,-1.0,-1.0,-1.0,-1.0,False
Absolutely Fabulous: The Movie,2016,5.4,"Comedy, Crime",10217,Mandie Fletcher,91,4.75,-1.0,-1.0,-1.0,-1.0,False
Accattone,1961,7.8,Drama,6354,Pier Paolo Pasolini,117,,-1.0,-1.0,-1.0,-1.0,False
Accepted,2006,6.5,Comedy,114736,Steve Pink,93,36.32,-1.0,-1.0,-1.0,-1.0,False
Accidental Hero,1992,6.5,"Comedy, Drama, Romance",19395,Stephen Frears,119,19.51,-1.0,-1.0,-1.0,-1.0,False
Accidental Love,2015,4.1,"Comedy, Romance",6766,David O. Russell,100,,-1.0,-1.0,-1.0,-1.0,False
Ace Ventura: Pet Detective,1994,6.9,Comedy,246934,Tom Shadyac,86,72.22,-1.0,-1.0,-1.0,-1.0,False
Ace Ventura: When Nature Calls,1995,6.3,"Adventure, Comedy, Crime",182042,Steve Oedekerk,90,108.39,-1.0,-1.0,-1.0,-1.0,False
Ace in the Hole,1951,8.2,"Drama, FilmNoir",23353,Billy Wilder,111,3.97,-1.0,-1.0,-1.0,-1.0,False
Across the Universe,2007,7.4,"Drama, Fantasy, Musical",99795,Julie Taymor,133,24.34,0.0,-1.0,-1.0,0.0,True
Act of Valor,2012,6.5,"Action, Adventure, Drama",62850,Mike McCoy,110,70.01,-1.0,-1.0,0.0,0.0,True
Action Jackson,1988,5.3,"Action, Comedy, Crime",8734,Craig R. Baxley,96,20.26,-1.0,-1.0,-1.0,-1.0,False
Acts of Vengeance,2017,5.7,"Action, Drama, Thriller",6325,Isaac Florentine,87,,-1.0,-1.0,-1.0,-1.0,False
Adam,2009,7.2,"Comedy, Drama, Romance",31882,Max Mayer,99,2.28,-1.0,-1.0,-1.0,-1.0,False
Adam's Apples,2005,7.8,"Comedy, Crime, Drama",40677,Anders Thomas Jensen,94,0.0,-1.0,-1.0,-1.0,-1.0,False
Adam's Rib,1949,7.6,"Comedy, Drama, Romance",17407,George Cukor,101,,-1.0,-1.0,-1.0,-1.0,False
Adaptation.,2002,7.7,"Comedy, Drama",161479,Spike Jonze,115,22.25,-1.0,-1.0,-1.0,-1.0,False
Addams Family Values,1993,6.7,"Comedy, Fantasy",66755,Barry Sonnenfeld,94,48.92,0.0,-1.0,0.0,0.0,True
Addicted,2014,5.2,"Drama, Thriller",7356,Bille Woodruff,106,17.38,-1.0,-1.0,-1.0,-1.0,False
Addicted to Love,1997,6.1,"Comedy, Romance",21732,Griffin Dunne,100,34.66,-1.0,-1.0,-1.0,-1.0,False
Admiral,2008,6.8,"Biography, Drama, History",6900,Andrey Kravchuk,124,,-1.0,-1.0,-1.0,-1.0,False
Admission,2013,5.7,"Comedy, Drama, Romance",31296,Paul Weitz,107,18.0,-1.0,-1.0,-1.0,-1.0,False
Adoration,2013,6.2,"Drama, Romance",28736,Anne Fontaine,112,0.32,-1.0,-1.0,-1.0,-1.0,False
Adrift,2018,6.6,"Action, Adventure, Biography",24148,Baltasar Kormákur,96,31.45,-1.0,-1.0,-1.0,-1.0,False
Adrift,2006,5.1,"Adventure, Drama, Horror",15697,Hans Horn,95,,-1.0,-1.0,-1.0,-1.0,False
Adult Beginners,2014,5.6,"Comedy, Drama",7332,Ross Katz,92,0.1,-1.0,-1.0,-1.0,-1.0,False
Adult World,2013,6.2,"Comedy, Drama",15526,Scott Coffey,97,0.02,-1.0,-1.0,-1.0,-1.0,False
Adulthood,2008,6.7,"Crime, Drama",10997,Noel Clarke,99,,-1.0,-1.0,-1.0,-1.0,False
Adventureland,2009,6.8,"Comedy, Drama, Romance",144458,Greg Mottola,107,16.03,-1.0,-1.0,-1.0,-1.0,False
Adventures in Babysitting,1987,6.9,"Adventure, Comedy, Crime",32845,Chris Columbus,102,34.37,-1.0,-1.0,-1.0,-1.0,False
Adventures of Arsene Lupin,2004,5.4,"Action, Adventure, Crime",6213,Jean-Paul Salomé,125,,-1.0,-1.0,-1.0,-1.0,False
Ae Dil Hai Mushkil,2016,5.8,"Drama, Music, Musical",17495,Karan Johar,158,4.24,-1.0,-1.0,-1.0,-1.0,False
Ae Fond Kiss...,2004,7.2,"Drama, Romance",6266,Ken Loach,104,,-1.0,-1.0,-1.0,-1.0,False
Afflicted,2013,6.3,"Horror, Mystery, Thriller",19479,Derek Lee,85,0.12,-1.0,-1.0,-1.0,-1.0,False
Affliction,1997,7.0,"Drama, Mystery, Thriller",13383,Paul Schrader,114,6.3,-1.0,0.0,-1.0,0.0,True
After Earth,2013,4.8,"Action, Adventure, Sci-Fi",177345,M. Night Shyamalan,100,60.52,-1.0,-1.0,-1.0,-1.0,False
After Hours,1985,7.7,"Comedy, Crime, Drama",47635,Martin Scorsese,97,10.6,-1.0,-1.0,0.0,0.0,True
After Last Season,2009,5.4,"Animation, Drama, Sci-Fi",7494,Mark Region,93,,-1.0,-1.0,-1.0,-1.0,False
After Life,1998,7.7,"Drama, Fantasy",8370,Hirokazu Koreeda,118,0.8,-1.0,-1.0,-1.0,-1.0,False
After Sex,2007,5.6,"Comedy, Drama, Romance",7531,Eric Amadio,77,,-1.0,-1.0,-1.0,-1.0,False
After the Dark,2013,5.7,"Drama, Fantasy, Sci-Fi",19489,John Huddles,107,,-1.0,-1.0,-1.0,-1.0,False
After the Sunset,2004,6.3,"Action, Comedy, Crime",41528,Brett Ratner,97,28.33,-1.0,-1.0,-1.0,-1.0,False
After the Thin Man,1936,7.7,"Comedy, Crime, Mystery",8254,W.S. Van Dyke,112,,0.0,-1.0,-1.0,0.0,True
After.Life,2009,5.9,"Drama, Horror, Mystery",33918,Agnieszka Wojtowicz-Vosloo,104,0.11,-1.0,-1.0,-1.0,-1.0,False
Aftermath,2017,5.7,"Drama, Thriller",16443,Elliott Lester,94,,-1.0,-1.0,-1.0,-1.0,False
Afternoon Delight,2013,5.8,"Comedy, Drama",8670,Jill Soloway,98,0.17,-1.0,-1.0,-1.0,-1.0,False
Aftershock,2012,4.8,"Action, Adventure, Horror",10085,Nicolás López,89,0.04,-1.0,-1.0,-1.0,-1.0,False
Against All Odds,1984,5.9,"Action, Adventure, Crime",9213,Taylor Hackford,128,25.1,0.0,-1.0,0.0,0.0,True
Against the Ropes,2004,5.3,"Biography, Drama, Romance",6321,Charles S. Dutton,110,5.88,-1.0,-1.0,-1.0,-1.0,False
Age of Heroes,2011,5.6,"Action, Adventure, Drama",8949,Adrian Vitoria,90,,-1.0,-1.0,-1.0,-1.0,False
Agent Cody Banks,2003,5.1,"Action, Adventure, Comedy",29994,Harald Zwart,102,47.81,-1.0,-1.0,-1.0,-1.0,False
Agent Cody Banks 2: Destination London,2004,4.5,"Action, Adventure, Comedy",12647,Kevin Allen,100,23.22,-1.0,-1.0,-1.0,-1.0,False
Agent Vinod,2012,5.1,"Action, Adventure, Thriller",6418,Sriram Raghavan,157,0.63,-1.0,-1.0,-1.0,-1.0,False
Agir Roman,1997,7.8,"Crime, Drama, Romance",8141,Mustafa Altioklar,120,,-1.0,-1.0,-1.0,-1.0,False
Agneepath,2012,7.0,"Action, Drama",19798,Karan Malhotra,174,1.98,-1.0,-1.0,-1.0,-1.0,False
Agneepath,1990,7.7,"Action, Crime, Drama",7133,Mukul Anand,174,,-1.0,-1.0,-1.0,-1.0,False
Agnes of God,1985,6.6,"Drama, Mystery",6032,Norman Jewison,98,25.63,0.0,-1.0,1.0,1.0,True
Agora,2009,7.2,"Adventure, Biography, Drama",59908,Alejandro Amenábar,127,0.62,-1.0,-1.0,-1.0,-1.0,False
"Aguirre, Wrath of God",1972,8.0,"Adventure, Biography, Drama",44994,Werner Herzog,95,,-1.0,-1.0,-1.0,-1.0,False
Ah fei zing zyun,1990,7.6,"Crime, Drama, Romance",14819,Kar-Wai Wong,94,0.14,-1.0,-1.0,-1.0,-1.0,False
Ah-ga-ssi,2016,8.1,"Drama, Romance, Thriller",68603,Chan-wook Park,144,2.01,-1.0,-1.0,-1.0,-1.0,False
Ai no korîda,1976,6.6,"Biography, Drama, Horror",15770,Nagisa Ôshima,109,,-1.0,-1.0,-1.0,-1.0,False
Aile Arasinda,2017,8.0,Comedy,10637,Ozan Açiktan,124,,-1.0,-1.0,-1.0,-1.0,False
Ain't Them Bodies Saints,2013,6.4,"Crime, Drama, Romance",18984,David Lowery,96,0.39,-1.0,-1.0,-1.0,-1.0,False
Air,2015,5.1,"Drama, Sci-Fi, Thriller",10935,Christian Cantamessa,95,,-1.0,-1.0,-1.0,-1.0,False
Air America,1990,5.8,"Action, Comedy",24485,Roger Spottiswoode,113,31.05,-1.0,-1.0,-1.0,-1.0,False
Air Bud,1997,5.2,"Comedy, Drama, Family",14718,Charles Martin Smith,98,24.63,-1.0,-1.0,-1.0,-1.0,False
Air Force One,1997,6.5,"Action, Drama, Thriller",163006,Wolfgang Petersen,124,172.96,0.0,-1.0,-1.0,0.0,True
Airheads,1994,6.1,"Comedy, Crime, Music",41946,Michael Lehmann,92,5.37,-1.0,-1.0,-1.0,-1.0,False
Airlift,2016,8.1,"Drama, History",45980,Raja Menon,130,,-1.0,-1.0,-1.0,-1.0,False
Airplane II: The Sequel,1982,6.1,"Comedy, Sci-Fi",43372,Ken Finkleman,85,27.15,-1.0,-1.0,-1.0,-1.0,False
Airplane!,1980,7.8,Comedy,184355,Jim Abrahams,88,83.4,-1.0,-1.0,-1.0,-1.0,False
Airport,1970,6.6,"Action, Drama, Thriller",15279,George Seaton,137,100.49,1.0,-1.0,1.0,1.0,True
Airport '77,1977,5.6,"Action, Drama, Thriller",8339,Jerry Jameson,114,30.0,0.0,-1.0,-1.0,0.0,True
Airport 1975,1974,5.6,"Action, Drama, Thriller",8302,Jack Smight,107,47.29,-1.0,-1.0,0.0,0.0,True
Aitraaz,2004,6.8,"Drama, Romance, Thriller",8601,Abbas Alibhai Burmawalla,160,0.09,-1.0,-1.0,-1.0,-1.0,False
Ajab Prem Ki Ghazab Kahani,2009,6.3,"Action, Comedy, Romance",10148,Rajkumar Santoshi,150,,-1.0,-1.0,-1.0,-1.0,False
Ajeossi,2010,7.8,"Action, Drama, Thriller",52925,Jeong-beom Lee,119,0.01,-1.0,-1.0,-1.0,-1.0,False
Ajnabee,2001,6.6,"Crime, Mystery, Thriller",7119,Abbas Alibhai Burmawalla,165,,-1.0,-1.0,-1.0,-1.0,False
Akahige,1965,8.3,Drama,13777,Akira Kurosawa,185,,-1.0,-1.0,-1.0,-1.0,False
Akeelah and the Bee,2006,7.4,Drama,16852,Doug Atchison,112,18.81,-1.0,-1.0,-1.0,-1.0,False
Akira,1988,8.1,"Animation, Action, Drama",131893,Katsuhiro Ôtomo,124,0.55,-1.0,-1.0,-1.0,-1.0,False
Aknyeo,2017,6.7,"Action, Drama",7826,Byung-gil Jung,129,0.03,-1.0,-1.0,-1.0,-1.0,False
Al final del túnel,2016,7.1,"Crime, Thriller",7658,Rodrigo Grande,120,,-1.0,-1.0,-1.0,-1.0,False
Aladdin,1992,8.0,"Animation, Adventure, Comedy",307112,Ron Clements,90,217.35,1.0,-1.0,1.0,1.0,True
Alan Partridge: Alpha Papa,2013,6.9,"Action, Comedy, Crime",27205,Declan Lowney,90,0.15,-1.0,-1.0,-1.0,-1.0,False
Albert Nobbs,2011,6.7,"Drama, Romance",21729,Rodrigo García,113,3.01,0.0,0.0,0.0,0.0,True
Albino Alligator,1996,6.1,"Crime, Drama, Thriller",7127,Kevin Spacey,97,0.33,-1.0,-1.0,-1.0,-1.0,False
Aleksandr Nevskiy,1938,7.7,"Action, Biography, Drama",9280,Sergei M. Eisenstein,112,,-1.0,-1.0,-1.0,-1.0,False
Alex & Emma,2003,5.6,"Comedy, Romance",12325,Rob Reiner,96,14.21,-1.0,-1.0,-1.0,-1.0,False
Alex Cross,2012,5.1,"Action, Crime, Mystery",30493,Rob Cohen,101,25.89,-1.0,-1.0,-1.0,-1.0,False
Alex Strangelove,2018,6.4,"Comedy, Drama",9063,Craig Johnson,99,,-1.0,-1.0,-1.0,-1.0,False
Alexander,2004,5.6,"Action, Adventure, Biography",151533,Oliver Stone,175,34.3,-1.0,-1.0,-1.0,-1.0,False
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,6.2,"Comedy, Family",35818,Miguel Arteta,81,66.95,-1.0,-1.0,-1.0,-1.0,False
Alexis Zorbas,1964,7.8,"Comedy, Drama",18028,Michael Cacoyannis,142,,-1.0,-1.0,-1.0,-1.0,False
Alferd Packer: The Musical,1993,7.2,"Biography, Comedy, Musical",10942,Trey Parker,95,,-1.0,-1.0,-1.0,-1.0,False
Alfie,1966,7.1,"Comedy, Drama",11946,Lewis Gilbert,114,18.87,0.0,-1.0,-1.0,0.0,True
Alfie,2004,6.2,"Comedy, Drama, Romance",47404,Charles Shyer,103,13.4,-1.0,-1.0,-1.0,-1.0,False
Ali,2001,6.8,"Biography, Drama, Sport",86208,Michael Mann,157,58.2,0.0,-1.0,0.0,0.0,True
