Title,Year,Score,Genre,Vote,Director,Runtime,Revenue,Oscar,Guild,Globe,win,nominee
Tommy Boy,1995,7.1,"Adventure, Comedy",69126,Peter Segal,97,32.7,-1.0,-1.0,-1.0,-1.0,False
Tomorrow Never Dies,1997,6.5,"Action, Adventure, Thriller",164361,Roger Spottiswoode,119,125.33,-1.0,-1.0,0.0,0.0,True
"Tomorrow, When the War Began",2010,6.2,"Action, Adventure, Drama",28876,Stuart Beattie,103,,-1.0,-1.0,-1.0,-1.0,False
Tomorrowland: A World Beyond,2015,6.5,"Action, Adventure, Family",157375,Brad Bird,130,93.44,-1.0,-1.0,-1.0,-1.0,False
Toni Erdmann,2016,7.4,"Comedy, Drama",35916,Maren Ade,162,1.48,0.0,-1.0,-1.0,0.0,True
Toolbox Murders,2004,5.3,"Horror, Mystery, Thriller",7278,Tobe Hooper,95,,-1.0,-1.0,-1.0,-1.0,False
Tooth Fairy,2010,5.0,"Comedy, Family, Fantasy",36256,Michael Lembeck,101,60.02,-1.0,-1.0,-1.0,-1.0,False
Tootsie,1982,7.4,"Comedy, Drama, Romance",86932,Sydney Pollack,116,177.2,1.0,-1.0,1.0,1.0,True
Top Five,2014,6.4,"Comedy, Romance",24352,Chris Rock,102,25.28,-1.0,-1.0,-1.0,-1.0,False
Top Gun,1986,6.9,"Action, Drama",253342,Tony Scott,110,179.8,1.0,-1.0,1.0,1.0,True
Top Hat,1935,7.8,"Comedy, Musical, Romance",15217,Mark Sandrich,101,1.78,0.0,-1.0,-1.0,0.0,True
Top Secret!,1984,7.2,"Comedy, Music",52683,Jim Abrahams,90,20.5,-1.0,-1.0,-1.0,-1.0,False
Topaz,1969,6.3,"Drama, Thriller",14713,Alfred Hitchcock,143,,-1.0,-1.0,-1.0,-1.0,False
Topkapi,1964,7.1,"Adventure, Comedy, Crime",7301,Jules Dassin,120,,1.0,-1.0,0.0,1.0,True
Topsy-Turvy,1999,7.4,"Biography, Comedy, Drama",10825,Mike Leigh,154,6.2,1.0,-1.0,-1.0,1.0,True
Tora! Tora! Tora!,1970,7.5,"Action, Drama, History",28295,Richard Fleischer,144,29.55,1.0,-1.0,-1.0,1.0,True
Torch Song Trilogy,1988,7.7,"Comedy, Drama, Romance",6098,Paul Bogart,120,4.87,-1.0,-1.0,-1.0,-1.0,False
Torn Curtain,1966,6.7,Thriller,21652,Alfred Hitchcock,128,,-1.0,-1.0,-1.0,-1.0,False
Torque,2004,4.1,"Action, Comedy, Crime",25460,Joseph Kahn,84,21.22,-1.0,-1.0,-1.0,-1.0,False
Torrente 2: Misión en Marbella,2001,6.5,"Action, Comedy, Crime",6145,Santiago Segura,99,,-1.0,-1.0,-1.0,-1.0,False
"Torrente, el brazo tonto de la ley",1998,6.9,"Comedy, Crime",10467,Santiago Segura,97,,-1.0,-1.0,-1.0,-1.0,False
Tosun Pasa,1976,9.1,"Comedy, History",18258,Kartal Tibet,90,,-1.0,-1.0,-1.0,-1.0,False
Total Eclipse,1995,6.6,"Biography, Drama, Romance",11983,Agnieszka Holland,111,0.34,-1.0,-1.0,-1.0,-1.0,False
Total Recall,1990,7.5,"Action, Sci-Fi, Thriller",270775,Paul Verhoeven,113,119.39,1.0,-1.0,-1.0,1.0,True
Total Recall,2012,6.3,"Action, Adventure, Mystery",223602,Len Wiseman,118,58.88,-1.0,-1.0,-1.0,-1.0,False
Touch of Evil,1958,8.1,"Crime, Drama, FilmNoir",89813,Orson Welles,95,2.24,-1.0,-1.0,-1.0,-1.0,False
Tourist Trap,1979,6.2,Horror,6293,David Schmoeller,90,,-1.0,-1.0,-1.0,-1.0,False
Tower Heist,2011,6.2,"Action, Comedy, Crime",122225,Brett Ratner,104,78.05,-1.0,-1.0,-1.0,-1.0,False
Town Creek,2009,5.4,Horror,10586,Joel Schumacher,90,,-1.0,-1.0,-1.0,-1.0,False
Toy Soldiers,1991,6.5,"Action, Drama, Thriller",17880,Daniel Petrie Jr.,111,15.07,-1.0,-1.0,-1.0,-1.0,False
Toy Story,1995,8.3,"Animation, Adventure, Comedy",756726,John Lasseter,81,191.8,0.0,-1.0,0.0,0.0,True
Toy Story 2,1999,7.9,"Animation, Adventure, Comedy",448889,John Lasseter,92,245.85,0.0,-1.0,0.0,0.0,True
Toy Story 3,2010,8.3,"Animation, Adventure, Comedy",653627,Lee Unkrich,103,415.0,1.0,-1.0,-1.0,1.0,True
Toys,1992,5.0,"Adventure, Comedy, Drama",28682,Barry Levinson,118,21.45,0.0,-1.0,-1.0,0.0,True
Tracers,2015,5.6,"Action, Crime, Drama",16490,Daniel Benmayor,94,,-1.0,-1.0,-1.0,-1.0,False
Tracks,2013,7.2,"Adventure, Biography, Drama",24524,John Curran,112,0.51,-1.0,-1.0,-1.0,-1.0,False
Trade,2007,7.4,"Crime, Drama, Thriller",15911,Marco Kreuzpaintner,120,0.21,-1.0,-1.0,-1.0,-1.0,False
Trading Places,1983,7.5,Comedy,118960,John Landis,116,90.4,0.0,-1.0,0.0,0.0,True
Traffic,2000,7.6,"Crime, Drama, Thriller",183204,Steven Soderbergh,147,124.12,1.0,1.0,1.0,1.0,True
Traffik,2018,6.1,Thriller,14580,Deon Taylor,96,9.19,-1.0,-1.0,-1.0,-1.0,False
Tragedy Girls,2017,6.0,"Comedy, Crime, Horror",6043,Tyler MacIntyre,98,0.06,-1.0,-1.0,-1.0,-1.0,False
Trail of the Pink Panther,1982,4.9,"Comedy, Crime, Mystery",8504,Blake Edwards,96,9.06,-1.0,-1.0,-1.0,-1.0,False
Trailer Park Boys: Countdown to Liquor Day,2009,7.4,"Comedy, Crime",6269,Mike Clattenburg,102,,-1.0,-1.0,-1.0,-1.0,False
Trailer Park Boys: The Movie,2006,7.3,"Comedy, Crime",11107,Mike Clattenburg,95,,-1.0,-1.0,-1.0,-1.0,False
Train de vie,1998,7.7,"Comedy, Drama, War",8079,Radu Mihaileanu,103,0.15,-1.0,-1.0,-1.0,-1.0,False
Training Day,2001,7.7,"Crime, Drama, Thriller",346230,Antoine Fuqua,122,76.63,1.0,0.0,0.0,1.0,True
Trainspotting,1996,8.2,Drama,570676,Danny Boyle,93,16.5,0.0,-1.0,-1.0,0.0,True
Trainwreck,2015,6.2,"Comedy, Drama, Romance",118321,Judd Apatow,125,110.21,-1.0,-1.0,0.0,0.0,True
Traitor,2008,7.0,"Action, Crime, Drama",52443,Jeffrey Nachmanoff,114,23.53,-1.0,-1.0,-1.0,-1.0,False
Trance,2013,6.9,"Crime, Drama, Mystery",102913,Danny Boyle,101,2.32,-1.0,-1.0,-1.0,-1.0,False
Transamerica,2005,7.4,"Adventure, Comedy, Drama",38570,Duncan Tucker,103,9.02,0.0,0.0,1.0,1.0,True
Transcendence,2014,6.3,"Drama, Mystery, Romance",199163,Wally Pfister,119,23.02,-1.0,-1.0,-1.0,-1.0,False
Transformers,2007,7.1,"Action, Adventure, Sci-Fi",558143,Michael Bay,144,319.07,0.0,-1.0,-1.0,0.0,True
Transformers: Age of Extinction,2014,5.7,"Action, Adventure, Sci-Fi",275978,Michael Bay,165,245.44,-1.0,-1.0,-1.0,-1.0,False
Transformers: Dark of the Moon,2011,6.3,"Action, Adventure, Sci-Fi",358091,Michael Bay,154,352.39,0.0,-1.0,-1.0,0.0,True
Transformers: Revenge of the Fallen,2009,6.0,"Action, Adventure, Sci-Fi",356457,Michael Bay,150,402.11,0.0,-1.0,-1.0,0.0,True
Transformers: The Last Knight,2017,5.2,"Action, Adventure, Sci-Fi",107738,Michael Bay,154,130.17,-1.0,-1.0,-1.0,-1.0,False
Transit,2012,5.8,"Action, Crime, Thriller",10081,Antonio Negret,88,,-1.0,-1.0,-1.0,-1.0,False
Transporter 2,2005,6.3,"Action, Crime, Thriller",175171,Louis Leterrier,87,43.1,-1.0,-1.0,-1.0,-1.0,False
Transporter 3,2008,6.1,"Action, Crime, Thriller",143213,Olivier Megaton,104,31.72,-1.0,-1.0,-1.0,-1.0,False
Transsiberian,2008,6.7,"Crime, Drama, Mystery",46582,Brad Anderson,111,2.2,-1.0,-1.0,-1.0,-1.0,False
Trapped,2002,6.2,"Action, Crime, Drama",21360,Luis Mandoki,106,0.06,-1.0,-1.0,-1.0,-1.0,False
Trapped,2016,7.6,"Action, Drama, Thriller",6506,Vikramaditya Motwane,105,,-1.0,-1.0,-1.0,-1.0,False
Trapped in Paradise,1994,5.9,"Adventure, Comedy, Crime",11155,George Gallo,111,5.78,-1.0,-1.0,-1.0,-1.0,False
Trash,2014,7.2,"Adventure, Crime, Drama",18117,Stephen Daldry,114,0.01,-1.0,-1.0,-1.0,-1.0,False
Tre uomini e una gamba,1997,7.6,Comedy,6602,Aldo Baglio,100,,-1.0,-1.0,-1.0,-1.0,False
Treasure Planet,2002,7.1,"Animation, Adventure, Family",86401,Ron Clements,95,38.18,0.0,-1.0,-1.0,0.0,True
Trees Lounge,1996,7.2,"Comedy, Drama",12393,Steve Buscemi,95,0.7,-1.0,-1.0,-1.0,-1.0,False
Tremors,1990,7.2,"Comedy, Horror",105040,Ron Underwood,96,16.67,-1.0,-1.0,-1.0,-1.0,False
Tres metros sobre el cielo,2010,7.0,"Action, Drama, Romance",20136,Fernando González Molina,118,,-1.0,-1.0,-1.0,-1.0,False
Trespass,2011,5.3,"Crime, Drama, Thriller",38512,Joel Schumacher,91,0.02,-1.0,-1.0,-1.0,-1.0,False
Trespass,1992,6.2,"Action, Thriller",8943,Walter Hill,101,13.75,-1.0,-1.0,-1.0,-1.0,False
Trespass Against Us,2016,5.8,"Action, Crime, Drama",6172,Adam Smith,99,,-1.0,-1.0,-1.0,-1.0,False
Treto poluvreme,2012,7.9,"Drama, History, Romance",7924,Darko Mitrevski,113,,-1.0,-1.0,-1.0,-1.0,False
Triangle,2009,6.9,"Fantasy, Mystery, Thriller",85439,Christopher Smith,99,,-1.0,-1.0,-1.0,-1.0,False
Trick,1999,7.2,"Comedy, Music, Romance",7591,Jim Fall,89,2.05,-1.0,-1.0,-1.0,-1.0,False
Trick 'r Treat,2007,6.8,"Comedy, Horror, Thriller",72343,Michael Dougherty,82,,-1.0,-1.0,-1.0,-1.0,False
Triple 9,2016,6.3,"Action, Crime, Drama",57785,John Hillcoat,115,12.63,-1.0,-1.0,-1.0,-1.0,False
Tristan + Isolde,2006,6.8,"Action, Drama, Romance",48146,Kevin Reynolds,125,14.73,-1.0,-1.0,-1.0,-1.0,False
Tristana,1970,7.6,Drama,8625,Luis Buñuel,99,0.01,0.0,-1.0,-1.0,0.0,True
Troll,1986,4.4,"Comedy, Fantasy, Horror",8105,John Carl Buechler,82,5.45,-1.0,-1.0,-1.0,-1.0,False
Troll 2,1990,2.8,"Comedy, Fantasy, Horror",27969,Claudio Fragasso,95,,-1.0,-1.0,-1.0,-1.0,False
Troll Hunter,2010,7.0,"Drama, Fantasy, Horror",61928,André Øvredal,103,0.25,-1.0,-1.0,-1.0,-1.0,False
Trolls,2016,6.5,"Animation, Adventure, Comedy",59724,Mike Mitchell,92,153.71,0.0,-1.0,0.0,0.0,True
Tron,2010,6.8,"Action, Adventure, Fantasy",289698,Joseph Kosinski,125,172.06,-1.0,-1.0,-1.0,-1.0,False
Troop Beverly Hills,1989,5.6,"Adventure, Comedy",8372,Jeff Kanew,105,8.51,-1.0,-1.0,-1.0,-1.0,False
Tropa de Elite 2: O Inimigo Agora é Outro,2010,8.1,"Action, Crime, Drama",73546,José Padilha,115,0.1,-1.0,-1.0,-1.0,-1.0,False
Tropic Thunder,2008,7.0,"Action, Adventure, Comedy",343513,Ben Stiller,107,110.52,0.0,0.0,0.0,0.0,True
Trouble Every Day,2001,6.0,"Drama, Horror, Thriller",6216,Claire Denis,101,0.01,-1.0,-1.0,-1.0,-1.0,False
Trouble in Paradise,1932,8.2,"Comedy, Crime, Romance",11269,Ernst Lubitsch,83,,-1.0,-1.0,-1.0,-1.0,False
Trouble with the Curve,2012,6.8,"Drama, Sport",54396,Robert Lorenz,111,35.76,-1.0,-1.0,-1.0,-1.0,False
Troy,2004,7.2,"Drama, History, Romance",437298,Wolfgang Petersen,163,133.38,0.0,-1.0,-1.0,0.0,True
True Confessions,1981,6.3,"Crime, Drama",6200,Ulu Grosbard,108,10.2,-1.0,-1.0,-1.0,-1.0,False
True Crime,1999,6.6,"Crime, Drama, Mystery",28674,Clint Eastwood,127,16.64,-1.0,-1.0,-1.0,-1.0,False
True Crimes,2016,4.8,"Crime, Drama, Thriller",6699,Alexandros Avranas,92,,-1.0,-1.0,-1.0,-1.0,False
True Grit,1969,7.4,"Adventure, Drama, Western",37675,Henry Hathaway,128,31.13,1.0,0.0,1.0,1.0,True
True Grit,2010,7.6,"Adventure, Drama, Western",273852,Ethan Coen,110,171.24,0.0,0.0,-1.0,0.0,True
True Lies,1994,7.2,"Action, Comedy, Thriller",213723,James Cameron,141,146.28,0.0,0.0,1.0,1.0,True
True Memoirs of an International Assassin,2016,5.9,"Action, Comedy, Crime",15990,Jeff Wadlow,98,,-1.0,-1.0,-1.0,-1.0,False
True Romance,1993,7.9,"Crime, Drama, Romance",183427,Tony Scott,119,12.28,-1.0,-1.0,-1.0,-1.0,False
True Story,2015,6.3,"Crime, Drama, Mystery",47109,Rupert Goold,99,4.72,-1.0,-1.0,-1.0,-1.0,False
Truly Madly Deeply,1990,7.3,"Comedy, Drama, Fantasy",6685,Anthony Minghella,106,1.55,-1.0,-1.0,-1.0,-1.0,False
Truman,2015,7.3,"Comedy, Drama",9521,Cesc Gay,108,0.21,-1.0,1.0,-1.0,1.0,True
Trumbo,2015,7.5,"Biography, Drama",66458,Jay Roach,124,7.86,0.0,0.0,0.0,0.0,True
Trust,2010,6.9,"Crime, Drama, Thriller",38610,David Schwimmer,106,0.12,-1.0,-1.0,-1.0,-1.0,False
Trust,1990,7.5,"Comedy, Drama",8181,Hal Hartley,107,0.36,-1.0,-1.0,-1.0,-1.0,False
Trust the Man,2005,5.7,"Comedy, Drama, Romance",8092,Bart Freundlich,103,1.53,-1.0,-1.0,-1.0,-1.0,False
Truth,2015,6.8,"Biography, Drama, History",16376,James Vanderbilt,125,2.54,-1.0,-1.0,-1.0,-1.0,False
Truth or Dare,2018,5.1,"Horror, Thriller",25611,Jeff Wadlow,100,40.72,-1.0,-1.0,-1.0,-1.0,False
Truth or Dare,2012,5.6,"Horror, Mystery",7911,Robert Heath,95,,-1.0,-1.0,-1.0,-1.0,False
Tschick,2016,7.0,"Comedy, Drama, Family",6231,Fatih Akin,93,,-1.0,-1.0,-1.0,-1.0,False
Tsotsi,2005,7.3,"Crime, Drama",26438,Gavin Hood,94,2.91,1.0,-1.0,-1.0,1.0,True
Tsumetai nettaigyo,2010,7.1,"Comedy, Crime, Drama",9216,Sion Sono,146,,-1.0,-1.0,-1.0,-1.0,False
Tubelight,2017,4.2,"Drama, War",11757,Kabir Khan,136,0.93,-1.0,-1.0,-1.0,-1.0,False
Tuck Everlasting,2002,6.7,"Drama, Family, Fantasy",19668,Jay Russell,90,19.16,-1.0,-1.0,-1.0,-1.0,False
Tucker and Dale vs Evil,2010,7.6,"Comedy, Horror",149527,Eli Craig,89,0.22,-1.0,-1.0,-1.0,-1.0,False
Tucker: The Man and His Dream,1988,6.9,"Biography, Drama",13098,Francis Ford Coppola,110,19.65,-1.0,-1.0,1.0,1.0,True
Tulip Fever,2017,6.2,"Drama, History, Romance",12925,Justin Chadwick,105,2.43,-1.0,-1.0,-1.0,-1.0,False
Tulitikkutehtaan tyttö,1990,7.6,"Drama, Comedy",7561,Aki Kaurismäki,69,,-1.0,-1.0,-1.0,-1.0,False
Tully,2018,7.0,"Comedy, Drama, Mystery",27573,Jason Reitman,95,9.23,-1.0,-1.0,0.0,0.0,True
Tuntematon sotilas,1955,7.9,"Drama, War",6455,Edvin Laine,177,,-1.0,-1.0,-1.0,-1.0,False
Turbo,2013,6.4,"Animation, Adventure, Comedy",71773,David Soren,96,83.03,-1.0,-1.0,-1.0,-1.0,False
Turbo Kid,2015,6.7,"Action, Adventure, Comedy",22840,François Simard,93,0.05,-1.0,-1.0,-1.0,-1.0,False
Turbo: A Power Rangers Movie,1997,3.5,"Action, Adventure, Family",7471,Shuki Levy,99,8.11,-1.0,-1.0,-1.0,-1.0,False
Turbulence,1997,4.8,"Action, Thriller",9834,Robert Butler,100,11.47,-1.0,-1.0,-1.0,-1.0,False
Turist,2014,7.3,"Comedy, Drama",39771,Ruben Östlund,120,1.36,-1.0,-1.0,-1.0,-1.0,False
"Turn Me On, Goddammit",2011,6.3,"Comedy, Romance",8576,Jannicke Systad Jacobsen,76,0.12,-1.0,-1.0,-1.0,-1.0,False
Turner & Hooch,1989,6.1,"Comedy, Crime, Drama",55880,Roger Spottiswoode,97,71.08,-1.0,-1.0,-1.0,-1.0,False
Tusen ganger god natt,2013,7.1,"Drama, War",6612,Erik Poppe,117,0.05,-1.0,-1.0,-1.0,-1.0,False
Tusk,2014,5.3,"Comedy, Drama, Horror",39196,Kevin Smith,102,1.82,-1.0,-1.0,-1.0,-1.0,False
Twelve,2010,5.7,"Action, Crime, Drama",11381,Joel Schumacher,93,0.18,-1.0,-1.0,-1.0,-1.0,False
Twelve Monkeys,1995,8.0,"Mystery, Sci-Fi, Thriller",529038,Terry Gilliam,129,57.14,-1.0,-1.0,1.0,1.0,True
Twelve O'Clock High,1949,7.8,"Drama, War",11215,Henry King,132,,1.0,-1.0,-1.0,1.0,True
Twilight,2008,5.2,"Drama, Fantasy, Romance",382226,Catherine Hardwicke,122,191.47,-1.0,-1.0,-1.0,-1.0,False
Twilight,1998,6.2,"Crime, Drama, Mystery",9135,Robert Benton,94,15.03,-1.0,-1.0,-1.0,-1.0,False
Twilight Zone: The Movie,1983,6.5,"Horror, Sci-Fi",29342,Joe Dante,101,29.5,-1.0,-1.0,-1.0,-1.0,False
Twin Dragons,1992,6.4,"Action, Comedy",9836,Ringo Lam,104,8.33,-1.0,-1.0,-1.0,-1.0,False
Twin Peaks: Fire Walk with Me,1992,7.2,"Drama, Horror, Mystery",73570,David Lynch,134,4.16,-1.0,-1.0,-1.0,-1.0,False
Twins,1988,6.0,"Comedy, Crime",99962,Ivan Reitman,107,111.94,-1.0,-1.0,0.0,0.0,True
Twisted,2004,5.2,"Crime, Drama, Mystery",18713,Philip Kaufman,97,25.2,-1.0,-1.0,-1.0,-1.0,False
Twister,1996,6.3,"Action, Adventure, Drama",158565,Jan de Bont,113,241.72,0.0,-1.0,-1.0,0.0,True
Twixt,2011,4.8,"Comedy, Fantasy, Horror",9544,Francis Ford Coppola,88,,-1.0,-1.0,-1.0,-1.0,False
Two Brothers,2004,7.1,"Adventure, Drama, Family",13269,Jean-Jacques Annaud,109,18.95,-1.0,-1.0,-1.0,-1.0,False
Two Girls and a Guy,1997,5.6,"Comedy, Drama",6416,James Toback,84,1.95,-1.0,-1.0,-1.0,-1.0,False
Two Hands,1999,7.2,"Comedy, Crime, Thriller",9153,Gregor Jordan,103,,-1.0,-1.0,-1.0,-1.0,False
Two Lovers,2008,7.0,"Drama, Romance",33043,James Gray,110,3.15,-1.0,-1.0,-1.0,-1.0,False
Two Mules for Sister Sara,1970,7.0,"Adventure, Romance, War",20384,Don Siegel,116,,-1.0,-1.0,-1.0,-1.0,False
Two Night Stand,2014,6.4,"Comedy, Romance",58291,Max Nichols,86,0.02,-1.0,-1.0,-1.0,-1.0,False
Two Weeks Notice,2002,6.1,"Comedy, Romance",95755,Marc Lawrence,101,93.35,-1.0,-1.0,-1.0,-1.0,False
Two Women,1960,7.9,"Drama, War",7754,Vittorio De Sica,100,,-1.0,-1.0,-1.0,-1.0,False
Two for the Money,2005,6.2,"Drama, Sport, Thriller",40207,D.J. Caruso,122,22.86,-1.0,-1.0,-1.0,-1.0,False
Two for the Road,1967,7.6,"Comedy, Drama, Romance",10544,Stanley Donen,111,,0.0,-1.0,0.0,0.0,True
Two-Lane Blacktop,1971,7.3,Drama,9820,Monte Hellman,102,,-1.0,-1.0,-1.0,-1.0,False
Tyrannosaur,2011,7.6,Drama,27507,Paddy Considine,92,0.02,-1.0,-1.0,-1.0,-1.0,False
Tystnaden,1963,8.0,Drama,14944,Ingmar Bergman,96,,-1.0,-1.0,-1.0,-1.0,False
Tôkyô goddofâzâzu,2003,7.9,"Animation, Adventure, Comedy",24769,Satoshi Kon,88,0.13,-1.0,-1.0,-1.0,-1.0,False
Tôkyô monogatari,1953,8.2,Drama,40868,Yasujirô Ozu,136,,-1.0,-1.0,-1.0,-1.0,False
Tôkyô nagaremono,1966,7.3,"Action, Crime",6284,Seijun Suzuki,89,,-1.0,-1.0,-1.0,-1.0,False
Tôkyô zankoku keisatsu,2008,6.0,"Action, Comedy, Horror",9973,Yoshihiro Nishimura,110,,-1.0,-1.0,-1.0,-1.0,False
Türkisch für Anfänger,2012,5.8,"Adventure, Comedy",7239,Bora Dagtekin,105,,-1.0,-1.0,-1.0,-1.0,False
U Turn,1997,6.8,"Crime, Drama, Thriller",45569,Oliver Stone,125,6.63,-1.0,-1.0,-1.0,-1.0,False
U-571,2000,6.6,"Action, War",71045,Jonathan Mostow,116,77.09,1.0,-1.0,-1.0,1.0,True
U.S. Marshals,1998,6.5,"Action, Crime, Thriller",86564,Stuart Baird,131,57.17,-1.0,-1.0,-1.0,-1.0,False
UHF,1989,7.0,"Comedy, Drama",23298,Jay Levey,97,6.16,-1.0,-1.0,-1.0,-1.0,False
USS Indianapolis: Men of Courage,2016,5.2,"Action, Drama, History",8758,Mario Van Peebles,128,,-1.0,-1.0,-1.0,-1.0,False
Udaan,2010,8.2,Drama,37669,Vikramaditya Motwane,134,0.01,-1.0,-1.0,-1.0,-1.0,False
Ugetsu Monogatari,1953,8.2,"Drama, Fantasy, War",17210,Kenji Mizoguchi,96,0.01,-1.0,-1.0,-1.0,-1.0,False
Ugly,2013,8.1,"Crime, Drama, Mystery",15562,Anurag Kashyap,128,,-1.0,-1.0,-1.0,-1.0,False
Ulee's Gold,1997,7.1,Drama,6183,Victor Nunez,113,9.05,0.0,-1.0,1.0,1.0,True
Ultimo tango a Parigi,1972,7.1,"Drama, Romance",43096,Bernardo Bertolucci,129,36.14,-1.0,-1.0,-1.0,-1.0,False
Ultraviolet,2006,4.4,"Action, Sci-Fi, Thriller",75414,Kurt Wimmer,88,18.5,-1.0,-1.0,-1.0,-1.0,False
Umberto D.,1952,8.2,Drama,19436,Vittorio De Sica,89,0.07,-1.0,-1.0,-1.0,-1.0,False
Umi yori mo mada fukaku,2016,7.4,"Comedy, Drama",6321,Hirokazu Koreeda,118,0.27,-1.0,-1.0,-1.0,-1.0,False
Umimachi Diary,2015,7.5,"Comedy, Drama",8664,Hirokazu Koreeda,128,0.46,-1.0,-1.0,-1.0,-1.0,False
Un Coeur en Hiver,1992,7.7,"Drama, Romance",7989,Claude Sautet,105,1.67,-1.0,-1.0,-1.0,-1.0,False
Un condamné à mort s'est échappé ou Le vent souffle où il veut,1956,8.2,Drama,15223,Robert Bresson,101,,-1.0,-1.0,-1.0,-1.0,False
Un cuento chino,2011,7.3,"Comedy, Drama",15018,Sebastián Borensztein,93,,-1.0,-1.0,-1.0,-1.0,False
Un flic,1972,7.1,"Crime, Thriller",6354,Jean-Pierre Melville,98,0.05,-1.0,-1.0,-1.0,-1.0,False
Un moment d'égarement,2015,6.3,"Comedy, Drama, Romance",6247,Jean-François Richet,105,,-1.0,-1.0,-1.0,-1.0,False
Un monstre à Paris,2011,6.7,"Animation, Adventure, Comedy",17828,Bibo Bergeron,90,,-1.0,-1.0,-1.0,-1.0,False
Una,2016,6.2,"Drama, Romance",7264,Benedict Andrews,94,,-1.0,-1.0,-1.0,-1.0,False
Una Mujer Fantástica,2017,7.2,Drama,15630,Sebastián Lelio,104,2.02,-1.0,-1.0,-1.0,-1.0,False
Una giornata particolare,1977,8.1,Drama,9481,Ettore Scola,106,,-1.0,-1.0,-1.0,-1.0,False
Una pura formalità,1994,7.8,"Crime, Drama, Thriller",8478,Giuseppe Tornatore,108,0.2,-1.0,-1.0,-1.0,-1.0,False
Unaccompanied Minors,2006,5.1,"Adventure, Comedy, Family",9351,Paul Feig,90,16.65,-1.0,-1.0,-1.0,-1.0,False
Unbreakable,2000,7.3,"Drama, Mystery, Sci-Fi",307482,M. Night Shyamalan,106,95.01,-1.0,-1.0,-1.0,-1.0,False
Unbroken,2014,7.2,"Biography, Drama, Sport",126054,Angelina Jolie,137,115.64,0.0,1.0,-1.0,1.0,True
Uncertainty,2008,5.8,"Drama, Romance, Thriller",6181,Scott McGehee,101,0.04,-1.0,-1.0,-1.0,-1.0,False
Uncle Buck,1989,7.0,Comedy,73066,John Hughes,100,66.76,-1.0,-1.0,-1.0,-1.0,False
Uncle Drew,2018,5.7,"Comedy, Sport",6086,Charles Stone III,103,42.47,-1.0,-1.0,-1.0,-1.0,False
Uncommon Valor,1983,6.4,"Action, Drama, Thriller",7991,Ted Kotcheff,105,30.5,-1.0,-1.0,-1.0,-1.0,False
Undead,2003,5.5,"Action, Comedy, Horror",12116,Michael Spierig,104,0.04,-1.0,-1.0,-1.0,-1.0,False
Under Fire,1983,7.1,"Drama, War",6082,Roger Spottiswoode,128,5.7,0.0,-1.0,0.0,0.0,True
Under Siege,1992,6.5,"Action, Thriller",68859,Andrew Davis,103,83.36,0.0,-1.0,-1.0,0.0,True
Under Siege 2: Dark Territory,1995,5.4,"Action, Thriller",40136,Geoff Murphy,100,50.02,-1.0,-1.0,-1.0,-1.0,False
Under Suspicion,2000,6.5,"Crime, Drama, Thriller",20297,Stephen Hopkins,110,0.26,-1.0,-1.0,-1.0,-1.0,False
Under sandet,2015,7.8,"Drama, History, War",25351,Martin Zandvliet,100,0.44,-1.0,-1.0,-1.0,-1.0,False
Under the Shadow,2016,6.9,"Drama, Horror, Thriller",17029,Babak Anvari,84,0.03,-1.0,-1.0,-1.0,-1.0,False
Under the Skin,2013,6.3,"Drama, Horror, Sci-Fi",108217,Jonathan Glazer,108,2.61,-1.0,-1.0,-1.0,-1.0,False
Under the Tuscan Sun,2003,6.8,"Comedy, Drama, Romance",41951,Audrey Wells,113,43.61,-1.0,-1.0,-1.0,-1.0,False
Undercover Blues,1993,6.0,"Comedy, Crime",6852,Herbert Ross,90,12.42,-1.0,-1.0,-1.0,-1.0,False
Undercover Brother,2002,5.8,"Action, Comedy",31557,Malcolm D. Lee,85,38.23,-1.0,-1.0,-1.0,-1.0,False
Underdog,2007,4.8,"Action, Adventure, Comedy",17679,Frederik Du Chau,84,43.75,-1.0,-1.0,-1.0,-1.0,False
Underground,1995,8.1,"Comedy, Drama, War",49733,Emir Kusturica,170,,-1.0,-1.0,-1.0,-1.0,False
Undertow,2004,6.7,"Drama, Thriller",7869,David Gordon Green,108,0.02,-1.0,-1.0,-1.0,-1.0,False
Underworld,2003,7.0,"Action, Fantasy, Thriller",234231,Len Wiseman,121,51.97,-1.0,-1.0,-1.0,-1.0,False
Underworld Awakening,2012,6.4,"Action, Fantasy, Horror",135231,Måns Mårlind,88,62.32,-1.0,-1.0,-1.0,-1.0,False
Underworld: Blood Wars,2016,5.8,"Action, Adventure, Fantasy",59240,Anna Foerster,91,30.35,-1.0,-1.0,-1.0,-1.0,False
Underworld: Evolution,2006,6.7,"Action, Adventure, Fantasy",176276,Len Wiseman,106,62.32,-1.0,-1.0,-1.0,-1.0,False
Underworld: Rise of the Lycans,2009,6.6,"Action, Adventure, Fantasy",138609,Patrick Tatopoulos,92,45.8,-1.0,-1.0,-1.0,-1.0,False
Undisputed,2002,6.2,"Action, Crime, Drama",26057,Walter Hill,94,12.4,-1.0,-1.0,-1.0,-1.0,False
Une Femme est une Femme,1961,7.6,"Comedy, Drama, Romance",12712,Jean-Luc Godard,85,0.1,-1.0,-1.0,-1.0,-1.0,False
